original_City,original_Country,lat,lon,formatted,district,postcode,city,county,county_code,state_code,state,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
Medway,United Kingdom,42.1417641,-71.3967256,"Medway, MA, United States of America",,02053,Medway,Norfolk County,,MA,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Reading, Berkshire",United Kingdom,51.45293,-0.982898,"Reading, WBK, ENG, United Kingdom",,,Reading,West Berkshire,WBK,ENG,England,United Kingdom,gb,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Palermo,Italy,38.1112268,13.3524434,"Palermo, PA, Italy",,,Palermo,Palermo,PA,SIC,Sicily,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nuremberg,Germany,49.453872,11.077298,"Nuremberg, BY, Germany",,,Nuremberg,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Reading, Berkshire",United Kingdom,51.45293,-0.982898,"Reading, WBK, ENG, United Kingdom",,,Reading,West Berkshire,WBK,ENG,England,United Kingdom,gb,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Sofia,Bulgaria,42.6977028,23.3217359,"Sofia, Sofia-City, Bulgaria",,,Sofia,Sredec,,,Sofia-City,Bulgaria,bg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Antwerp,Belgium,51.2211097,4.3997081,"Antwerp, VAN, Belgium",,,Antwerp,Antwerp,VAN,,Flanders,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bydgoszcz,Poland,53.1219648,18.0002529,"Bydgoszcz, KP, Poland",,,Bydgoszcz,,,KP,Kuyavian-Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bydgoszcz,Poland,53.1219648,18.0002529,"Bydgoszcz, KP, Poland",,,Bydgoszcz,,,KP,Kuyavian-Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bydgoszcz,Poland,53.1219648,18.0002529,"Bydgoszcz, KP, Poland",,,Bydgoszcz,,,KP,Kuyavian-Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bydgoszcz,Poland,53.1219648,18.0002529,"Bydgoszcz, KP, Poland",,,Bydgoszcz,,,KP,Kuyavian-Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Reading, Berkshire",United Kingdom,51.45293,-0.982898,"Reading, WBK, ENG, United Kingdom",,,Reading,West Berkshire,WBK,ENG,England,United Kingdom,gb,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Bydgoszcz,Poland,53.1219648,18.0002529,"Bydgoszcz, KP, Poland",,,Bydgoszcz,,,KP,Kuyavian-Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wuppertal,Germany,51.264018,7.1780374,"Wuppertal, NW, Germany",,,Wuppertal,,,NW,North Rhine-Westphalia,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Reading, Berkshire",United Kingdom,51.45293,-0.982898,"Reading, WBK, ENG, United Kingdom",,,Reading,West Berkshire,WBK,ENG,England,United Kingdom,gb,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Antwerp,Belgium,51.2211097,4.3997081,"Antwerp, VAN, Belgium",,,Antwerp,Antwerp,VAN,,Flanders,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wuppertal,Germany,51.264018,7.1780374,"Wuppertal, NW, Germany",,,Wuppertal,,,NW,North Rhine-Westphalia,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Reading, Berkshire",United Kingdom,51.45293,-0.982898,"Reading, WBK, ENG, United Kingdom",,,Reading,West Berkshire,WBK,ENG,England,United Kingdom,gb,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Liège,Belgium,50.6450944,5.5736112,"4000 Liège, Belgium",,4000,Liège,Liège,WLG,,Wallonia,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Palermo,Italy,38.1112268,13.3524434,"Palermo, PA, Italy",,,Palermo,Palermo,PA,SIC,Sicily,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Antwerp,Belgium,51.2211097,4.3997081,"Antwerp, VAN, Belgium",,,Antwerp,Antwerp,VAN,,Flanders,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Augsburg,Germany,48.3690341,10.8979522,"Augsburg, BY, Germany",,,Augsburg,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Augsburg,Germany,48.3690341,10.8979522,"Augsburg, BY, Germany",,,Augsburg,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Palermo,Italy,38.1112268,13.3524434,"Palermo, PA, Italy",,,Palermo,Palermo,PA,SIC,Sicily,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Reading, Berkshire",United Kingdom,51.45293,-0.982898,"Reading, WBK, ENG, United Kingdom",,,Reading,West Berkshire,WBK,ENG,England,United Kingdom,gb,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Antwerp,Belgium,51.2211097,4.3997081,"Antwerp, VAN, Belgium",,,Antwerp,Antwerp,VAN,,Flanders,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sofia,Bulgaria,42.6977028,23.3217359,"Sofia, Sofia-City, Bulgaria",,,Sofia,Sredec,,,Sofia-City,Bulgaria,bg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Antwerp,Belgium,51.2211097,4.3997081,"Antwerp, VAN, Belgium",,,Antwerp,Antwerp,VAN,,Flanders,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Augsburg,Germany,48.3690341,10.8979522,"Augsburg, BY, Germany",,,Augsburg,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Augsburg,Germany,48.3690341,10.8979522,"Augsburg, BY, Germany",,,Augsburg,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sofia,Bulgaria,42.6977028,23.3217359,"Sofia, Sofia-City, Bulgaria",,,Sofia,Sredec,,,Sofia-City,Bulgaria,bg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Murcia,Spain,37.9923795,-1.1305431,"Murcia, MC, Spain",,,Murcia,Área Metropolitana de Murcia,,MC,Region of Murcia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gdynia,Poland,54.5164982,18.5402738,"Gdynia, PM, Poland",,,Gdynia,,,PM,Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sofia,Bulgaria,42.6977028,23.3217359,"Sofia, Sofia-City, Bulgaria",,,Sofia,Sredec,,,Sofia-City,Bulgaria,bg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Catania,Italy,37.5023612,15.0873718,"Catania, CT, Italy",,,Catania,Catania,CT,SIC,Sicily,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Liège,Belgium,50.6450944,5.5736112,"4000 Liège, Belgium",,4000,Liège,Liège,WLG,,Wallonia,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Augsburg,Germany,48.3690341,10.8979522,"Augsburg, BY, Germany",,,Augsburg,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
The Hague,Netherlands,52.0799838,4.3113461,"The Hague, ZH, Netherlands",,,The Hague,,,ZH,South Holland,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Liège,Belgium,50.6450944,5.5736112,"4000 Liège, Belgium",,4000,Liège,Liège,WLG,,Wallonia,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Münster,Germany,51.9625101,7.6251879,"Münster, NW, Germany",,,Münster,,,NW,North Rhine-Westphalia,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sofia,Bulgaria,42.6977028,23.3217359,"Sofia, Sofia-City, Bulgaria",,,Sofia,Sredec,,,Sofia-City,Bulgaria,bg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Augsburg,Germany,48.3690341,10.8979522,"Augsburg, BY, Germany",,,Augsburg,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wirral-Enniskillen,United Kingdom,53.37616,-3.10501,"Wirral, LIV, ENG, United Kingdom",,,Wirral,Liverpool,LIV,ENG,England,United Kingdom,gb,0.5,0.5,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Rouen,France,49.4404591,1.0939658,"Rouen, NOR, France",,,Rouen,Seine-Maritime,,NOR,Normandy,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Catania,Italy,37.5023612,15.0873718,"Catania, CT, Italy",,,Catania,Catania,CT,SIC,Sicily,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wirral-Enniskillen,United Kingdom,53.37616,-3.10501,"Wirral, LIV, ENG, United Kingdom",,,Wirral,Liverpool,LIV,ENG,England,United Kingdom,gb,0.5,0.5,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Medway,United Kingdom,42.1417641,-71.3967256,"Medway, MA, United States of America",,02053,Medway,Norfolk County,,MA,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Catania,Italy,37.5023612,15.0873718,"Catania, CT, Italy",,,Catania,Catania,CT,SIC,Sicily,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wirral,United Kingdom,53.3409714,-3.0500916,"yes (Wirral), ENG, United Kingdom",yes,,Wirral,Liverpool City Region,,ENG,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Augsburg,Germany,48.3690341,10.8979522,"Augsburg, BY, Germany",,,Augsburg,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
The Hague,Netherlands,52.0799838,4.3113461,"The Hague, ZH, Netherlands",,,The Hague,,,ZH,South Holland,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Murcia,Spain,37.9923795,-1.1305431,"Murcia, MC, Spain",,,Murcia,Área Metropolitana de Murcia,,MC,Region of Murcia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wirral,United Kingdom,53.3409714,-3.0500916,"yes (Wirral), ENG, United Kingdom",yes,,Wirral,Liverpool City Region,,ENG,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Medway,United Kingdom,42.1417641,-71.3967256,"Medway, MA, United States of America",,02053,Medway,Norfolk County,,MA,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Catania,Italy,37.5023612,15.0873718,"Catania, CT, Italy",,,Catania,Catania,CT,SIC,Sicily,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wirral-Enniskillen,United Kingdom,53.37616,-3.10501,"Wirral, LIV, ENG, United Kingdom",,,Wirral,Liverpool,LIV,ENG,England,United Kingdom,gb,0.5,0.5,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Rouen,France,49.4404591,1.0939658,"Rouen, NOR, France",,,Rouen,Seine-Maritime,,NOR,Normandy,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Medway,United Kingdom,42.1417641,-71.3967256,"Medway, MA, United States of America",,02053,Medway,Norfolk County,,MA,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Medway,United Kingdom,42.1417641,-71.3967256,"Medway, MA, United States of America",,02053,Medway,Norfolk County,,MA,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Liège,Belgium,50.6450944,5.5736112,"4000 Liège, Belgium",,4000,Liège,Liège,WLG,,Wallonia,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Catania,Italy,37.5023612,15.0873718,"Catania, CT, Italy",,,Catania,Catania,CT,SIC,Sicily,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wirral-Enniskillen,United Kingdom,53.37616,-3.10501,"Wirral, LIV, ENG, United Kingdom",,,Wirral,Liverpool,LIV,ENG,England,United Kingdom,gb,0.5,0.5,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Hamburg,Germany,53.550341,10.000654,"Hamburg, Germany",,,Hamburg,,,,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Medway,United Kingdom,42.1417641,-71.3967256,"Medway, MA, United States of America",,02053,Medway,Norfolk County,,MA,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Medway,United Kingdom,42.1417641,-71.3967256,"Medway, MA, United States of America",,02053,Medway,Norfolk County,,MA,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Murcia,Spain,37.9923795,-1.1305431,"Murcia, MC, Spain",,,Murcia,Área Metropolitana de Murcia,,MC,Region of Murcia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Murcia,Spain,37.9923795,-1.1305431,"Murcia, MC, Spain",,,Murcia,Área Metropolitana de Murcia,,MC,Region of Murcia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Barcelona,Spain,41.3825802,2.177073,"Barcelona, CT, Spain",,,Barcelona,Barcelonès,,CT,Catalonia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Barcelona,Spain,41.3825802,2.177073,"Barcelona, CT, Spain",,,Barcelona,Barcelonès,,CT,Catalonia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Barcelona,Spain,41.3825802,2.177073,"Barcelona, CT, Spain",,,Barcelona,Barcelonès,,CT,Catalonia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Barcelona,Spain,41.3825802,2.177073,"Barcelona, CT, Spain",,,Barcelona,Barcelonès,,CT,Catalonia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Barcelona,Spain,41.3825802,2.177073,"Barcelona, CT, Spain",,,Barcelona,Barcelonès,,CT,Catalonia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Barcelona,Spain,41.3825802,2.177073,"Barcelona, CT, Spain",,,Barcelona,Barcelonès,,CT,Catalonia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rouen,France,49.4404591,1.0939658,"Rouen, NOR, France",,,Rouen,Seine-Maritime,,NOR,Normandy,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
City of Sunderland,United Kingdom,42.33222,-71.01643,"Boston (City of Boston), MA, United States of America",Boston,,City of Boston,Suffolk County,SU,MA,Massachusetts,United States,us,0,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Hamburg,Germany,53.550341,10.000654,"Hamburg, Germany",,,Hamburg,,,,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rouen,France,49.4404591,1.0939658,"Rouen, NOR, France",,,Rouen,Seine-Maritime,,NOR,Normandy,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
The Hague,Netherlands,52.0799838,4.3113461,"The Hague, ZH, Netherlands",,,The Hague,,,ZH,South Holland,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wirral-Enniskillen,United Kingdom,53.37616,-3.10501,"Wirral, LIV, ENG, United Kingdom",,,Wirral,Liverpool,LIV,ENG,England,United Kingdom,gb,0.5,0.5,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Porto,Portugal,41.1502195,-8.6103497,"4000-091 Porto, Portugal",,4000-091,Porto,Porto,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Porto,Portugal,41.1502195,-8.6103497,"Porto, Portugal",,,Porto,Porto,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Porto,Portugal,41.1502195,-8.6103497,"4000-091 Porto, Portugal",,4000-091,Porto,Porto,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Porto,Portugal,41.1502195,-8.6103497,"Porto, Portugal",,,Porto,Porto,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Liège,Belgium,50.6450944,5.5736112,"4000 Liège, Belgium",,4000,Liège,Liège,WLG,,Wallonia,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wirral-Enniskillen,United Kingdom,53.37616,-3.10501,"Wirral, LIV, ENG, United Kingdom",,,Wirral,Liverpool,LIV,ENG,England,United Kingdom,gb,0.5,0.5,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
The Hague,Netherlands,52.0799838,4.3113461,"The Hague, ZH, Netherlands",,,The Hague,,,ZH,South Holland,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Essen,Germany,51.4582235,7.0158171,"Essen, NW, Germany",,,Essen,,,NW,North Rhine-Westphalia,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sintra,Portugal,38.83554455,-9.352237113314317,"Sintra, Portugal",,,Sintra,Lisbon,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rouen,France,49.4404591,1.0939658,"Rouen, NOR, France",,,Rouen,Seine-Maritime,,NOR,Normandy,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Porto,Portugal,41.1502195,-8.6103497,"Porto, Portugal",,,Porto,Porto,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Porto,Portugal,41.1502195,-8.6103497,"4000-091 Porto, Portugal",,4000-091,Porto,Porto,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Essen,Germany,51.4582235,7.0158171,"Essen, NW, Germany",,,Essen,,,NW,North Rhine-Westphalia,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hamburg,Germany,53.550341,10.000654,"Hamburg, Germany",,,Hamburg,,,,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Catania,Italy,37.5023612,15.0873718,"Catania, CT, Italy",,,Catania,Catania,CT,SIC,Sicily,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rouen,France,49.4404591,1.0939658,"Rouen, NOR, France",,,Rouen,Seine-Maritime,,NOR,Normandy,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
The Hague,Netherlands,52.0799838,4.3113461,"The Hague, ZH, Netherlands",,,The Hague,,,ZH,South Holland,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rouen,France,49.4404591,1.0939658,"Rouen, NOR, France",,,Rouen,Seine-Maritime,,NOR,Normandy,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gdynia,Poland,54.5164982,18.5402738,"Gdynia, PM, Poland",,,Gdynia,,,PM,Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wirral,United Kingdom,53.3409714,-3.0500916,"yes (Wirral), ENG, United Kingdom",yes,,Wirral,Liverpool City Region,,ENG,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Catania,Italy,37.5023612,15.0873718,"Catania, CT, Italy",,,Catania,Catania,CT,SIC,Sicily,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gdynia,Poland,54.5164982,18.5402738,"Gdynia, PM, Poland",,,Gdynia,,,PM,Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gdynia,Poland,54.5164982,18.5402738,"Gdynia, PM, Poland",,,Gdynia,,,PM,Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Liège,Belgium,50.6450944,5.5736112,"4000 Liège, Belgium",,4000,Liège,Liège,WLG,,Wallonia,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Catania,Italy,37.5023612,15.0873718,"Catania, CT, Italy",,,Catania,Catania,CT,SIC,Sicily,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hamburg,Germany,53.550341,10.000654,"Hamburg, Germany",,,Hamburg,,,,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gdynia,Poland,54.5164982,18.5402738,"Gdynia, PM, Poland",,,Gdynia,,,PM,Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gdynia,Poland,54.5164982,18.5402738,"Gdynia, PM, Poland",,,Gdynia,,,PM,Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gdynia,Poland,54.5164982,18.5402738,"Gdynia, PM, Poland",,,Gdynia,,,PM,Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gdynia,Poland,54.5164982,18.5402738,"Gdynia, PM, Poland",,,Gdynia,,,PM,Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gdynia,Poland,54.5164982,18.5402738,"Gdynia, PM, Poland",,,Gdynia,,,PM,Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tallinn,Estonia,59.4372419,24.7572802,"Tallinn, Estonia",,,Tallinn,Harju County,,,,Estonia,ee,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sintra,Portugal,38.83554455,-9.352237113314317,"Sintra, Portugal",,,Sintra,Lisbon,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tallinn,Estonia,59.4372419,24.7572802,"Tallinn, Estonia",,,Tallinn,Harju County,,,,Estonia,ee,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gdynia,Poland,54.5164982,18.5402738,"Gdynia, PM, Poland",,,Gdynia,,,PM,Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Belfast,United Kingdom,54.596391,-5.9301829,"Belfast, NIR, United Kingdom",,,Belfast,,,NIR,Northern Ireland,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Strasbourg,France,48.584614,7.7507127,"Strasbourg, GES, France",,,Strasbourg,Bas-Rhin,,GES,Grand Est,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Strasbourg,France,48.584614,7.7507127,"Strasbourg, GES, France",,,Strasbourg,Bas-Rhin,,GES,Grand Est,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Strasbourg,France,48.584614,7.7507127,"Strasbourg, GES, France",,,Strasbourg,Bas-Rhin,,GES,Grand Est,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Strasbourg,France,48.584614,7.7507127,"Strasbourg, GES, France",,,Strasbourg,Bas-Rhin,,GES,Grand Est,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kraków County,Poland,50.099922250000006,19.707756775328058,"Kraków County, Poland",,,,Kraków County,,MA,Lesser Poland Voivodeship,Poland,pl,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lille,France,50.6365654,3.0635282,"Lille, HDF, France",,,Lille,Nord,,HDF,Hauts-de-France,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Porto,Portugal,41.1502195,-8.6103497,"Porto, Portugal",,,Porto,Porto,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Porto,Portugal,41.1502195,-8.6103497,"Porto, Portugal",,,Porto,Porto,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lille,France,50.6365654,3.0635282,"Lille, HDF, France",,,Lille,Nord,,HDF,Hauts-de-France,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lille,France,50.6365654,3.0635282,"Lille, HDF, France",,,Lille,Nord,,HDF,Hauts-de-France,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lille,France,50.6365654,3.0635282,"Lille, HDF, France",,,Lille,Nord,,HDF,Hauts-de-France,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hamburg,Germany,53.550341,10.000654,"Hamburg, Germany",,,Hamburg,,,,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Leipzig,Germany,51.3406321,12.3747329,"Leipzig, SN, Germany",,,Leipzig,,,SN,Saxony,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hamburg,Germany,53.550341,10.000654,"Hamburg, Germany",,,Hamburg,,,,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lille,France,50.6365654,3.0635282,"Lille, HDF, France",,,Lille,Nord,,HDF,Hauts-de-France,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
